Trap,Site,latitude,longitude,elevmean,slopemean,d.roads,d.river,d.water.area,d.settlements,GFC30mean,GFC50mean,GFC75mean,GFC90mean,VCFmean,Contigmean,CWEDmean,DCADmean
3093,REMJ,-5.763162011,-67.725109,95.1171875,3.304558389,300289.8106,2651.786391,2438.324712,94318.77553,1,1,1,1,66,0.414857179,30.53008047,4.085276634
3094,REMJ,-5.780598968,-67.71135204,96.12781955,3.489394269,302593.1983,1581.12147,224.7826714,93745.02553,1,1,1,1,74,0.958705008,0,1.359509945
4011,REMJ,-5.698590009,-67.87823204,119.3643411,2.46686233,282016.9592,0,5888.846459,91404.78742,1,1,1,1,77.5,0.958705008,0,1.359509945
4012,REMJ,-5.696010981,-67.87959401,119.5826772,2.065025356,281739.1317,0,5990.252673,91594.70633,1,1,1,1,78.5,0.958705008,0,1.359509945
4013,REMJ,-5.692214984,-67.88375697,120.9922481,1.896579028,281125.2055,558.2260805,6394.919874,91771.1868,1,1,1,1,80.66666667,0.958705008,0,1.359509945
4014,REMJ,-5.681933993,-67.89898496,117.8449612,2.654683867,279086.7562,1796.56308,8079.414998,92085.8314,1,1,1,1,81,0.958705008,0,1.359509945
4015,REMJ,-5.666059004,-67.92081404,145.4461538,2.580648878,276099.3343,1525.327073,10735.55839,92729.85962,1,1,1,1,81,0.958705008,0,1.359509945
4022,REMJ,-5.576896006,-67.78012798,117.0076923,2.476780156,284852.1154,481.0530296,1093.16784,83609.73083,1,1,1,1,77.33333333,0.502611467,16.25272288,6.426152281
4023,REMJ,-5.572305992,-67.78452999,115.3384615,2.11567357,284182.033,411.1247412,1620.345089,83656.62933,1,1,1,1,78,0.800753341,0.383336131,1.871354139
4024,REMJ,-5.573095987,-67.80539297,111.0923077,2.785930977,282172.9862,1843.245548,2508.655094,85505.7445,1,1,1,1,79,0.903401833,0.249354069,1.582047667
4031,REMJ,-5.652217967,-67.5689,96.17777778,5.668161404,309531.3401,543.1086904,8843.703693,74292.69983,1,1,1,1,81,0.687446049,8.406798487,5.260646678
4032,REMJ,-5.655062031,-67.56968304,100.6846154,4.083126119,309597.8186,628.423158,9079.966371,74604.84603,1,1,1,1,81,0.901303998,0.649838495,1.678674477
4033,REMJ,-5.660705986,-67.56948003,99.36641221,3.980901088,309904.1922,862.0134818,9647.897989,75119.51994,1,1,1,1,77.5,0.958705008,0,1.359509945
4034,REMJ,-5.676089041,-67.55776397,104.9407407,1.492781166,311844.0606,474.6213136,11760.17206,75884.45085,1,1,1,1,79.66666667,0.958705008,0,1.359509945
4035,REMJ,-5.697690966,-67.54074502,114.3333333,3.969547697,314628.2859,559.2065274,14773.33433,77016.30298,1,1,1,1,77.38484971,0.958705008,0,1.359509945
4041,REMJ,-5.551971998,-67.48120199,98.43076923,2.209757143,313464.2936,876.254697,5082.432038,59707.38695,1,1,1,1,75.5,0.429601119,44.1420989,10.21319332
4042,REMJ,-5.554585978,-67.48111398,98.6484375,1.954451507,313593.4364,996.6345034,5341.700628,59951.53093,1,1,1,1,80.5,0.539796437,25.18812782,6.850247975
4043,REMJ,-5.560449036,-67.47902898,98.77777778,2.56466265,314074.4978,891.503105,6023.444335,60395.00802,1,1,1,1,82,0.919586777,0.485743083,1.559516183
4044,REMJ,-5.575158019,-67.46848698,100.8536585,2.021539984,315820.2593,971.6030746,7998.489958,61244.4246,1,1,1,1,80.5,0.958705008,0,1.359509945
4045,REMJ,-5.603906019,-67.46952902,119.3153846,1.796545228,317066.2304,1289.144444,10779.27157,64118.04437,1,1,1,1,82.33333333,0.958705008,0,1.359509945
4051,REMJ,-5.479938006,-67.60167701,96.70229008,2.455388221,297976.2061,0,1998.561331,61703.32423,1,1,1,1,71,0.958705008,0,1.359509945
4053,REMJ,-5.475842021,-67.60925098,97.67692308,2.220745262,297022.341,750.8780173,2654.678573,61990.18511,1,1,1,1,80,0.958705008,0,1.359509945
4054,REMJ,-5.462604985,-67.62135001,98.25581395,2.274490239,295195.9033,1224.409662,4445.792005,61977.62035,1,1,1,1,80.33333333,0.925634312,0.083057541,1.453221745
5011,REMJ,-5.850697495,-67.93680654,107.5322581,3.704912644,285770.2821,2.911082999,4876.870657,73409.28229,1,1,1,1,80,0.752735875,2.470584927,2.566304429
5012,REMJ,-5.851765266,-67.93909329,108.8153846,2.140197621,285629.6006,0,5095.926304,73186.99333,1,1,1,1,81,0.760061257,2.187318846,2.494234416
5013,REMJ,-5.849779006,-67.94486976,111.1692308,1.922771538,284977.1933,404.4115585,5231.27917,73090.35263,1,1,1,1,80.33333333,0.958705008,0,1.359509945
5014,REMJ,-5.85232459,-67.96303033,108.4651163,2.217387239,283488.3069,781.638436,6756.178143,71944.4051,1,1,1,1,76.5,0.958705008,0,1.359509945
5015,REMJ,-5.856328038,-67.99003657,139.8923077,7.844804147,281301.063,263.4026191,9260.566895,70292.63809,1,1,1,1,80,0.955524267,0,1.359509945
5021,REMJ,-5.79587155,-67.92644441,99.65384615,5.06708508,283295.1144,402.4501508,435.6286557,79355.26217,1,1,1,1,78.5,0.958705008,0,1.359509945
5022,REMJ,-5.795776583,-67.92892361,107.9692308,3.396798108,283060.1331,658.5105281,675.0756508,79243.16185,1,1,1,1,78.99855295,0.958705008,0,1.359509945
5023,REMJ,-5.795613052,-67.93520031,109.1818182,1.236146651,282470.2967,1016.361947,1280.539439,78955.24489,1,1,1,1,80.8354917,0.958705008,0,1.359509945
5024,REMJ,-5.793535598,-67.95308143,120.1538462,2.169408866,280692.6321,76.54189052,3212.269729,78326.30385,1,1,1,1,76,0.958705008,0,1.359509945
5025,REMJ,-5.78784789,-67.97403434,142.5,4.694775536,278410.5115,1196.748937,5624.467922,77981.71483,1,1,1,1,78,0.722792369,1.362529535,2.256374531
5031,REMJ,-5.58379448,-67.36111379,102.8984375,2.661366682,327074.9924,167.1110171,11471.8219,57449.43295,1,1,1,1,82,0.801083482,0.701782623,1.991334362
5032,REMJ,-5.586355068,-67.36143121,107.075188,3.240334927,327158.7061,151.3467513,11711.44481,57730.78022,1,1,1,1,81,0.891710025,0.213791043,1.570928391
5033,REMJ,-5.588972066,-67.36836724,97.84732824,2.023593309,326574.6599,883.0278731,11668.52419,58242.26184,1,1,1,1,82,0.831356149,0.303760433,1.736548376
5034,REMJ,-5.597706763,-67.37909121,100.3533835,3.20471832,325888.6255,955.162478,12218.14666,59538.49984,1,1,1,1,81.00501166,0.800131542,1.023677713,2.191446108
5035,REMJ,-5.604032166,-67.39087324,115.4615385,2.374529971,324990.0776,1816.152996,12365.68585,60634.24126,1,1,1,1,81,0.958705008,0,1.359509945
5041,REMJ,-5.55607494,-67.33678146,97.14615385,4.697639765,328312.5562,0,10596.57708,53731.26449,1,1,1,1,80.66666667,0.599104326,3.085060005,2.800257715
5042,REMJ,-5.555061903,-67.33420973,105.4923077,1.925693622,328530.2364,0,10730.81836,53546.23998,1,1,1,1,78.5,0.754658841,1.630790954,2.150419666
5043,REMJ,-5.555544114,-67.3283382,107.3777778,1.9398944,329150.2518,21.79515722,11259.13712,53427.57477,1,1,1,1,80,0.958705008,0,1.359509945
5044,REMJ,-5.556958811,-67.31027143,104.7925926,2.095586889,331055.8391,879.5940835,12395.98424,53103.94014,1,1,1,1,76.14935909,0.958705008,0,1.359509945
5045,REMJ,-5.548870023,-67.28341497,119.7461538,2.822357706,333450.4455,1532.437558,12986.34242,51647.24435,1,1,1,1,81,0.958705008,0,1.359509945
5052,REMJ,-5.13898205,-67.29671697,104.5496183,2.997672759,317155.9029,28.95284866,1227.167208,11448.34084,1,1,1,1,77,0.958705008,0,1.359509945
5053,REMJ,-5.133209098,-67.29874338,106.2276423,2.435565939,316769.9204,220.1352296,1698.881313,11352.79644,1,1,1,1,79,0.958705008,0,1.359509945
5054,REMJ,-5.12138458,-67.30466779,107.4656489,1.85774717,315791.9972,922.6390183,2994.844965,11464.36244,1,1,1,1,77,0.958705008,0,1.359509945
5055,REMJ,-5.105365003,-67.31481677,106.8461538,2.060410009,314245.0293,924.4467656,5054.178145,12138.66504,1,1,1,1,76.66666667,0.958705008,0,1.359509945
5061,REMJ,-5.076714233,-67.21829169,105.481203,1.824650128,323861.0222,426.1628208,886.0413327,1699.842584,1,1,1,1,67,0.457824225,42.59847166,6.500528082
5062,REMJ,-5.075920718,-67.22082957,106.4461538,2.092191223,323566.1372,680.0901643,797.8383486,1974.701098,1,1,1,1,69.66666667,0.668899646,15.40178123,3.66741346
5063,REMJ,-5.073422156,-67.22625299,106.5669291,1.961486445,322914.8595,1202.069979,634.6472927,2626.190744,1,1,1,1,82.33333333,0.958705008,0,1.359509945
5064,REMJ,-5.064074742,-67.24131494,101.5,2.430532819,321043.4355,0,1611.79269,4594.013499,1,1,1,1,81,0.958705008,0,1.359509945
5065,REMJ,-5.054231454,-67.26699072,103.6538462,1.81109577,318013.2007,2053.944068,4593.049547,7608.080804,1,1,1,1,82,0.958705008,0,1.359509945
5072,REMJ,-5.037137736,-67.15601306,104.6692308,2.755710064,329596.0419,3191.374422,355.9143809,7636.997534,1,1,1,1,77.33333333,0.563783118,26.23168591,7.437306239
5073,REMJ,-5.031327903,-67.15589203,102.9083969,1.612026622,329468.1428,2719.457596,374.7292423,8117.848686,1,1,1,1,79,0.901294499,0.759467135,1.745625422
5074,REMJ,-5.013907962,-67.16321228,100.5307692,1.883416638,328257.5442,1558.426657,1396.686875,9224.195561,1,1,1,1,78,0.904168101,0.376640749,1.673962451
5075,REMJ,-4.989202889,-67.17369528,102.6461538,2.616160655,326544.969,1176.895148,4103.531741,11271.44549,1,1,1,1,80,0.958705008,0,1.359509945
5081,REMJ,-5.025947224,-67.06633701,101.1769231,1.887303756,339062.668,1204.831391,5457.65243,16687.61743,1,1,1,1,79.5,0.830058524,4.8839649,2.272629704
5082,REMJ,-5.024588937,-67.0684179,103.1181102,2.352288654,338804.9791,1165.73919,5697.084272,16539.24754,1,1,1,1,81.66666667,0.926535735,0.456085828,1.549460451
5083,REMJ,-5.020409385,-67.07285763,103.6141732,1.575775702,338225.6028,842.8408066,5804.170453,16297.85796,1,1,1,1,81,0.958705008,0,1.359509945
5084,REMJ,-5.007419782,-67.08479715,103.3358779,2.165063846,336629.3975,457.7946095,6161.926378,15874.78175,1,1,1,1,80,0.958705008,0,1.359509945
5085,REMJ,-4.979909454,-67.09300697,100.6307692,2.450315753,335121.8295,90.2845163,8399.953155,17076.12035,1,1,1,1,80.66666667,0.584485006,18.83474271,5.898417185
5091,REMJ,-5.08437152,-66.8238851,91.70992366,6.674517379,330064.4573,129.2546017,2468.608982,21842.56126,1,1,1,1,65.5,0.702657614,4.916804967,3.747135168
5092,REMJ,-5.086545115,-66.82214049,104.1417323,4.733642935,329756.1737,287.5696645,2745.944715,22142.01997,1,1,1,1,65,0.782748302,2.842946015,2.959087774
5093,REMJ,-5.091029936,-66.81786044,107.2461538,4.571058091,329068.5445,192.6698055,3397.569694,22792.72131,1,1,1,1,81,0.953841768,0.02107167,1.375726647
5094,REMJ,-5.095558176,-66.7997655,110.2481203,3.398936437,327332.7213,1102.05381,5308.828275,24152.27436,1,1,1,1,70,0.958705008,0,1.359509945
5095,REMJ,-5.100117596,-66.77272313,109.9846154,2.191614396,324926.3077,161.3178083,8096.456443,26151.80828,1,1,1,1,75,0.939204705,0.137379035,1.439795388
5101,REMJ,-4.90138418,-66.97836827,100.0300752,2.73020242,346073.9094,516.0893472,6839.608189,7890.490659,1,1,1,1,78.5,0.494781894,24.74302784,7.100106439
5102,REMJ,-4.900890989,-66.98074479,97.88549618,2.066803077,345804.3828,277.6190575,7109.283609,8155.989803,1,1,1,1,82.5,0.66697183,11.97505201,4.208385722
5103,REMJ,-4.896480599,-66.98534234,99.23076923,1.884749744,345219.7817,0,7711.787771,8694.221003,1,1,1,1,79,0.958705008,0,1.359509945
5104,REMJ,-4.882730003,-66.99807571,101.9318182,2.019144614,343575.6368,1643.396947,9512.594954,10324.23325,1,1,1,1,78.66666667,0.958705008,0,1.359509945
7011,Uatuma,-1.999575254,-59.44250054,67.90697674,3.595101539,6701.414244,411.7438232,451.6516368,1529.42914,1,1,1,1,78.5,0.560522329,24.30456062,5.391680263
7012,Uatuma,-1.997723859,-59.44103831,62.70229008,3.283279747,6742.488431,580.5460592,493.6053964,1779.760048,1,1,1,1,79.5,0.637687969,17.29859567,4.493753278
7013,Uatuma,-1.99554448,-59.43864386,54.4887218,2.365422081,6856.156246,764.433165,692.3268221,2137.662924,1,1,1,1,65,0.78623062,6.190325975,2.721719123
7014,Uatuma,-1.982815219,-59.42215389,66.08461538,4.96654952,7989.547504,337.1617288,2430.249324,4453.481354,1,1,1,1,76.65940434,0.778182987,0.883848582,2.055509863
7015,Uatuma,-1.966426671,-59.40073452,133.7906977,10.07427169,9930.68665,1006.019704,5022.527702,3661.64455,1,1,1,0.987096774,81,0.365164279,7.537557407,7.535146694
7021,Uatuma,-2.064586049,-59.3477774,40.921875,3.861137702,19453.45665,0,404.6585905,13330.26001,1,1,1,1,27.5,0.474612601,44.54619146,7.936335243
7022,Uatuma,-2.062028563,-59.34714943,54.2519084,6.203285908,19364.10002,0,654.9125641,13264.23151,1,1,1,1,34,0.602301605,24.46448415,4.902919525
7023,Uatuma,-2.056101216,-59.34602366,73.26153846,7.488395442,19140.47374,394.4442336,1273.395643,13100.23664,1,1,1,1,58,0.926326932,0.415843544,1.494235273
7025,Uatuma,-2.027294459,-59.34475489,126.3230769,2.881888169,17801.02143,760.0435808,4369.890856,12317.89135,1,1,1,1,67,0.958705008,0,1.359509945
7031,Uatuma,-2.121117543,-59.2232701,40.6259542,5.008241222,34593.03475,213.5356172,172.528773,28540.67715,1,1,1,1,80.5,0.958705008,0,1.359509945
7032,Uatuma,-2.11886147,-59.22439503,50.14503817,3.409367339,34361.04325,466.0731762,440.7611467,28319.39563,1,1,1,1,81.5,0.958705008,0,1.359509945
7033,Uatuma,-2.112895735,-59.22581778,67.95384615,4.971009271,33899.01517,1034.052116,1120.343525,27896.71159,1,1,1,1,79,0.958705008,0,1.359509945
7034,Uatuma,-2.100579869,-59.23026597,89.96296296,4.253130879,32817.20643,1811.309318,2568.142127,26901.25417,1,1,1,1,82,0.958705008,0,1.359509945
7035,Uatuma,-2.076791693,-59.23033236,109.1230769,6.71666561,31680.86113,724.0648933,5145.310049,26005.96813,1,1,1,1,83.33333333,0.958705008,0,1.359509945
7041,Uatuma,-2.290052036,-59.0752368,42.43939394,3.984950642,42636.45019,1927.53101,2071.230308,52432.34579,1,1,1,1,75,0.561025028,26.45750559,6.121160049
7042,Uatuma,-2.292611869,-59.0745225,53.140625,3.737935761,42428.58721,2019.6297,2291.536208,52664.94825,1,1,1,1,79.5,0.671685291,12.67067564,4.067655214
7045,Uatuma,-2.33928524,-59.06800942,111.1923077,10.27831589,38399.92979,667.451864,7250.376181,56451.51069,1,1,1,1,61.62370271,0.958705008,0,1.359509945
7051,Uatuma,-2.317826981,-58.85737195,49.8,10.89821326,53622.3161,0,4774.242506,69372.73821,1,1,1,1,80.5,0.629709116,9.93116249,4.558504656
7052,Uatuma,-2.318161419,-58.85526096,58.39230769,7.942268607,53742.66046,203.8886656,4762.297619,69415.61948,1,1,1,1,81.5,0.765551053,4.721545991,2.862691545
7053,Uatuma,-2.319625067,-58.85042586,78.07874016,6.936458391,53961.96089,691.9132311,4851.673293,69444.09992,1,1,1,1,82.5,0.958226114,0.00495045,1.360868087
7054,Uatuma,-2.328866534,-58.83659338,83.89230769,8.385893429,54198.30816,1447.038587,5972.333735,69028.7456,1,1,1,1,82,0.958705008,0,1.359509945
7061,Uatuma,-2.34546111,-58.67946479,47.05426357,6.415178014,51550.32297,1575.774792,693.6223586,72640.92772,1,1,1,1,78,0.361990962,34.42332573,14.99380525
7062,Uatuma,-2.348367702,-58.67887982,60.27067669,4.138856283,51222.84075,1487.637284,1002.020855,72314.34273,1,1,1,1,79.5,0.546021252,12.92950317,7.93633172
7063,Uatuma,-2.354299156,-58.67927159,68.07936508,3.860982221,50605.14139,1324.998771,1660.314073,71702.96506,1,1,1,1,79.66666667,0.881751903,0.467129983,1.837577695
7064,Uatuma,-2.372047417,-58.68191348,100.0465116,4.370133951,48812.88673,1780.769407,3648.575736,69931.75997,1,1,1,1,79,0.958705008,0,1.359509945
7071,Uatuma,-2.170451917,-58.71360571,42.48837209,3.881392035,71258.11448,932.0217469,6941.400963,82727.43072,1,1,1,1,73,0.514310315,12.88679853,7.974710617
7072,Uatuma,-2.168466747,-58.71189798,41.7,2.510232436,71422.06468,1158.556109,7067.529466,82840.62874,1,1,1,1,76,0.728293734,3.687968012,3.831710595
7073,Uatuma,-2.164303791,-58.70722071,59.9453125,4.206742891,71738.32186,1754.02654,7325.311771,83197.39563,1,1,1,1,79.5,0.958705008,0,1.359509945
7074,Uatuma,-2.152550016,-58.69469916,81.86923077,4.890516432,72670.5841,3455.87903,8331.918076,84154.40186,1,1,1,1,79.86333056,0.958705008,0,1.359509945
7075,Uatuma,-2.139445245,-58.66998478,111.8120301,4.363032064,73404.84193,1411.596286,9922.222429,86417.49489,1,1,1,1,78,0.958705008,0,1.359509945
7081,Uatuma,-2.352937683,-58.28647382,22.5625,6.50473067,38040.85683,3682.358492,0,40994.49413,0.728395062,0.728395062,0.728395062,0.685185185,56.5,0.329641204,65.45849255,19.28088881
7082,Uatuma,-2.350284057,-58.28713926,35.66153846,2.395004478,38339.79056,3453.51745,0,41228.11568,1,1,1,1,60.5,0.428927446,36.39044252,12.43114077
7083,Uatuma,-2.344652759,-58.28848463,36.26771654,1.678247209,38973.82804,3003.27414,243.0019183,41720.91185,1,1,1,1,66,0.696342809,9.112210847,5.317397576
7084,Uatuma,-2.32700198,-58.29252731,37.16153846,2.432928114,40961.19623,1760.447,1133.936987,43275.77353,1,1,1,1,57,0.796770951,3.319170363,3.453044924
7085,Uatuma,-2.300961083,-58.2997412,40.76744186,2.629691288,43909.9615,1706.70511,1691.553784,45740.01632,1,1,1,1,63,0.958705008,0,1.359509945
7091,Uatuma,-2.432116494,-58.37328829,37.15384615,6.586519532,31594.5364,2259.57924,1463.902007,45489.6754,1,1,1,1,73,0.672226052,6.817342925,4.256728678
7093,Uatuma,-2.440759828,-58.37359331,50.56153846,4.732673015,30723.10795,1571.756142,2016.484548,45206.69449,1,1,1,1,79.5,0.958705008,0.001373752,1.359509945
7094,Uatuma,-2.458695089,-58.37316507,66.5859375,4.631791116,28878.79976,1344.503947,3304.819248,44565.87183,1,1,1,1,76.5,0.958705008,0,1.359509945
7095,Uatuma,-2.484993394,-58.38204411,104.6230769,5.200956027,26685.99707,1716.892062,6158.85497,43303.77784,1,1,1,1,72.5,0.958705008,0,1.359509945
7101,Uatuma,-2.447245829,-58.29141688,42.97037037,8.10140061,27679.12633,1068.733771,1529.170453,36359.28014,1,1,1,1,77.5,0.435109696,30.58795379,13.69130999
7102,Uatuma,-2.447628966,-58.29383397,56.27692308,9.39749769,27670.41458,839.7201066,1755.247369,36593.27192,1,1,1,1,78.66666667,0.635061617,10.86109601,6.373373873
7103,Uatuma,-2.448395491,-58.29963768,76.79230769,7.804694244,27677.30275,422.2663325,2312.962788,37163.494,1,1,1,1,78.92375639,0.868110697,0.218644852,1.628422152
7104,Uatuma,-2.449129075,-58.31327043,92.29230769,6.19394732,27853.41056,1196.844742,3585.429393,38554.51351,1,1,1,1,77.33333333,0.958705008,0,1.359509945
7105,Uatuma,-2.466910779,-58.33132613,103.4461538,7.589822076,26404.86169,1871.739998,3911.929132,39832.53345,1,1,1,1,79,0.958705008,0,1.359509945
7111,Uatuma,-2.504291888,-58.26615013,52.49618321,9.002536307,21160.17592,2266.283403,643.6413569,31728.61096,0.670731707,0.652439024,0.597560976,0.585365854,41.59697541,0.361586561,51.09172533,16.44175055
7112,Uatuma,-2.504097763,-58.26909402,64.34586466,11.3241011,21191.7267,2281.0066,971.0442682,32053.06236,1,1,1,1,74,0.563482775,19.08318885,8.100346805
7113,Uatuma,-2.503289999,-58.27480755,77.63076923,8.786844648,21315.05475,2476.225156,1335.643448,32693.93703,1,1,1,1,80,0.956610475,0.022713618,1.367618315
7114,Uatuma,-2.52329886,-58.28534142,105.3461538,8.762154487,19226.42871,1440.540567,2497.399118,33417.93076,1,1,1,1,73,0.958705008,0,1.359509945
7115,Uatuma,-2.547755577,-58.29432271,94.75384615,7.473841907,16712.78114,980.028644,4538.287919,33243.61958,1,1,1,1,78,0.958705008,0,1.359509945
8011,Uatuma,-2.031692276,-58.22280538,38.91111111,3.691352783,73643.92554,2091.709567,0,65154.88093,1,1,1,1,76,0.458423412,37.19665836,10.09785411
8012,Uatuma,-2.03245528,-58.2252239,39.40909091,3.301545271,73548.11038,2001.105937,0,65186.19979,1,1,1,1,76.75,0.61339014,16.76761282,5.525038569
8013,Uatuma,-2.036294444,-58.22989404,44.4140625,2.068188653,73103.55697,1760.059306,0,65011.15797,1,1,1,1,75.5,0.949081969,0.054457952,1.39329475
8014,Uatuma,-2.047453607,-58.24418066,43.62121212,2.458090347,71830.6475,1954.812105,1211.567307,64574.59527,1,1,1,1,79,0.67150591,1.776418069,2.688177445
8015,Uatuma,-2.065908378,-58.26376573,81.97637795,9.496162364,69777.25835,1535.817082,3875.457513,63765.51848,1,1,1,1,76.5,0.958705008,0,1.359509945
8021,Uatuma,-2.106236815,-58.20863536,42.56153846,2.989443591,65480.68868,1940.76746,3166.855156,56977.03068,1,1,1,1,67.33333333,0.95822532,0.003582482,1.360870806
8022,Uatuma,-2.107427381,-58.21094943,50.9453125,2.791104868,65330.61036,1885.080042,3442.467931,56969.89248,1,1,1,1,67.5,0.958705008,0,1.359509945
8023,Uatuma,-2.11038175,-58.21608293,70.89147287,7.531172993,64966.38406,1834.776752,4082.613559,56928.22626,1,1,1,1,64.66666667,0.958705008,0,1.359509945
8024,Uatuma,-2.122563422,-58.22377995,111.7364341,8.288556419,63570.25021,2308.014145,5345.511235,56117.52837,1,1,1,1,75,0.958705008,0,1.359509945
8025,Uatuma,-2.134023746,-58.24171688,115.2384615,7.073887124,62233.57921,2428.050293,7621.45293,55977.33288,1,1,1,1,76.33333333,0.958705008,0,1.359509945
8031,Uatuma,-2.264743801,-58.07569846,46.0625,7.43444543,51022.45811,3888.173149,1120.701868,35197.75389,1,1,1,1,49,0.672059611,3.737182439,3.455019485
8032,Uatuma,-2.262197966,-58.074211,67.3740458,3.256163287,51322.41825,4086.81341,1145.749992,35424.07342,1,1,1,1,64.61519816,0.797246419,1.356127802,2.25950202
8033,Uatuma,-2.257171255,-58.07152041,69.16153846,2.860717088,51912.28114,4125.808221,1335.848516,35882.62564,1,1,1,1,72,0.938910029,0.100706163,1.450053472
8034,Uatuma,-2.242447771,-58.0610691,65.6969697,2.106580769,53685.35019,3260.49885,2260.061735,37191.73703,1,1,1,1,72,0.958705008,0,1.359509945
8035,Uatuma,-2.219587471,-58.04658568,71.49606299,2.381388982,56437.09573,1196.313327,3093.920347,39372.76433,1,1,1,1,82.5,0.958705008,0,1.359509945
8041,Uatuma,-2.408008715,-58.14678839,36.26717557,5.003619176,33813.66201,3769.653703,0,25154.83122,0.981481481,0.981481481,0.981481481,0.981481481,72.66666667,0.383202039,44.76458809,14.50591149
8042,Uatuma,-2.410139646,-58.14485611,41.02419355,2.334107812,33661.05059,3450.68399,0,24835.10097,1,1,1,1,77.33333333,0.418297873,25.51542252,10.44091696
8043,Uatuma,-2.413538927,-58.1402319,41.30769231,2.185556633,33412.76155,2842.377319,4.855616328,24204.7621,1,1,1,1,76,0.404911231,9.68494371,8.275971993
8044,Uatuma,-2.422004063,-58.12984237,39.49230769,2.543175576,32709.59124,1441.457515,1479.716149,22723.91786,1,1,1,1,77,0.958705008,0,1.359509945
8045,Uatuma,-2.431813404,-58.11799681,30.66153846,4.881592217,31950.56781,0,3179.928014,21024.65939,1,1,1,1,74.5,0.958705008,0,1.359509945
8051,Uatuma,-2.601089207,-58.21602585,43.70992366,8.720490334,11054.87354,0,1234.301245,25473.40255,1,1,1,1,64.64714024,0.385766522,25.3746345,9.124652236
8052,Uatuma,-2.60160964,-58.2189482,62.87022901,7.599495749,10908.50794,7.942768797,1551.152296,25804.13279,1,1,1,1,72.25,0.518873318,13.32310939,5.616594688
8053,Uatuma,-2.60497665,-58.22370627,78.79069767,11.32703758,10415.52881,381.9055947,2193.424344,25607.76205,1,1,1,1,64.5,0.929560722,0.173616332,1.461066442
8054,Uatuma,-2.613887535,-58.23403898,70.44186047,7.68561939,9198.899666,704.3551702,3686.242981,24716.50991,1,1,1,1,71.33333333,0.81299301,0.686261833,1.910803405
8055,Uatuma,-2.626047498,-58.247634,73.93846154,10.87881015,7661.955199,105.726206,5699.131296,23592.71425,1,1,1,1,74.5,0.958705008,0,1.359509945
8061,Uatuma,-2.61250075,-58.11863635,45.73684211,13.83294849,12150.617,4922.37077,0,15092.46184,0.858024691,0.814814815,0.74691358,0.722222222,73,0.375764542,74.66369849,20.63953672
8062,Uatuma,-2.613652255,-58.12108386,75.40601504,13.05963913,12001.06964,4881.26258,0,15391.2698,1,1,1,1,80,0.359545797,64.11923922,20.95748279
8063,Uatuma,-2.619685968,-58.1234375,62.91472868,11.13135541,11313.78308,4358.715226,175.6252016,15853.18445,1,1,1,1,79,0.398408304,38.7492638,11.9818634
8064,Uatuma,-2.636666531,-58.12938555,70.25954198,10.46944714,9385.282715,3211.120059,2106.806222,16597.72368,1,1,1,1,80.25,0.904462422,0.895115004,1.59854298
8071,Uatuma,-2.663972005,-58.02523806,54.33846154,8.930703484,7730.313843,3988.115649,96.07439163,8914.867237,0.957575758,0.957575758,0.957575758,0.939393939,62.5,0.35942656,66.87297107,22.98998979
8072,Uatuma,-2.662366368,-58.02792119,67.43548387,2.864926831,7858.233702,3640.440453,0,9097.414023,1,1,1,1,68,0.38005069,53.0785928,18.83714257
8073,Uatuma,-2.663487867,-58.03364553,65.98473282,5.813231891,7661.500689,3147.416605,238.822336,9015.836494,1,1,1,1,76.66666667,0.33273522,25.62433884,13.77381609
8074,Uatuma,-2.665909482,-58.05181682,76.84251969,3.658326313,7183.791236,2051.129309,2169.831671,9175.783223,1,1,1,1,52,0.364465605,46.9996784,12.4626556
8075,Uatuma,-2.668411983,-58.0784126,84.39694656,2.67628628,6599.549856,1825.65223,2553.050681,10256.79127,1,1,1,1,78.5,0.958731843,0,1.359509945
8081,Uatuma,-2.321683662,-57.96846827,55.8671875,3.869448255,46233.72763,362.6106346,6547.972551,27582.37978,1,1,1,1,67,0.289038997,43.55822328,11.48751576
8082,Uatuma,-2.318889974,-57.96880388,63.41221374,2.883205427,46533.19211,639.3202595,6831.654116,27888.53829,1,1,1,1,66.5,0.383658096,32.92220559,8.997747857
8083,Uatuma,-2.31341986,-57.9647524,70.16153846,4.043639623,47207.78309,798.7490953,7549.653034,28531.14535,1,1,1,1,76.5,0.649994553,5.738250074,3.559903621
8084,Uatuma,-2.296440974,-57.95913678,71.07692308,2.828175619,49172.52513,1912.541466,9535.067208,30467.55021,1,1,1,1,76.5,0.61560522,1.441955972,2.7774133
8085,Uatuma,-2.268718919,-57.95882103,96.19379845,2.211490745,52208.18132,1535.204932,12492.51318,33531.51395,1,1,1,1,61,0.900390188,0.16352475,1.561616054
8092,Uatuma,-2.42984877,-57.96110325,66.41085271,2.25519581,34651.62571,2525.134664,2072.601239,15778.27808,1,1,1,1,71,0.542625304,24.14587996,7.557183067
8093,Uatuma,-2.426176658,-57.95657686,66.86923077,1.967324832,35173.15864,2739.970331,2562.099348,16277.74051,1,1,1,1,78.5,0.634864292,10.61316449,3.560803614
8094,Uatuma,-2.413273556,-57.94431925,65.40310078,3.502504775,36920.88298,2541.051066,3891.235016,17995.41833,1,1,1,1,73.5,0.958524411,0,1.359509945
